id,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
516,Express Line,Volvo 9600 A/C Seater (2+2),23:45,4:45,05h 00m,299,33,2.119125115,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
517,Maa Chandi Travels,A/C Seater / Sleeper (2+2),22:00,5:30,07h 30m,360,41,3.415899649,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
520,SBSTC-DIGHA - KOLKATA - 17:15 (DIGHA DEPOT) - 1158,Non AC Seater (2+3),17:15,21:45,04h 30m,155,52,5.483571447,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
521,Sneha Gold Bus Service,A/C Seater (2+3),16:30,21:30,05h 00m,300,20,2.923760494,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
522,Snemita Parisheba(SNEHA GOLD),AC Seater (2+3),16:40,21:10,04h 30m,352,46,4.920793387,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
523,City Express (Shinjini),AC Seater (2+3),22:45,4:10,05h 25m,290,20,4.930584692,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
524,Snemita Paribahan(Shinjini),A/C Seater (2+3),22:45,4:10,05h 25m,320,26,1.714840947,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
525,SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 16:45 - 311,Non AC Seater (2+3),16:45,22:15,05h 30m,185,33,3.081996302,https://www.redbus.in/bus-tickets/kolkata-to-bankura,Kolkata to Bankura
526,City Queen Bus Service,Non AC Seater (2+2),20:50,2:00,05h 10m,250,14,1.427353921,https://www.redbus.in/bus-tickets/kolkata-to-bankura,Kolkata to Bankura
527,City Queen Bus Service,Non AC Seater (2+2),21:30,3:30,06h 00m,285,18,5.36414035,https://www.redbus.in/bus-tickets/kolkata-to-bankura,Kolkata to Bankura
528,SBSTC-KOLKATA - MIDNAPUR - 18:00 (MID DEPOT) - 597,Non AC Seater (2+3),18:00,21:00,03h 00m,110,42,5.836947407,https://www.redbus.in/bus-tickets/kolkata-to-midnapore,Kolkata to Midnapore
529,SBSTC-KOLKATA - MIDNAPUR - 18:45 (MID DEPOT) - 678,Non AC Seater (2+3),18:45,21:45,03h 00m,110,46,4.350766736,https://www.redbus.in/bus-tickets/kolkata-to-midnapore,Kolkata to Midnapore
530,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),15:50,19:40,03h 50m,524,31,3.254597748,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
531,Express Line (Karunamoyee),Volvo 9600 A/C Semi Sleeper (2+2),15:55,20:45,04h 50m,524,26,5.433537264,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
532,SHYAMOLI Pvt. Ltd.(Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),16:00,21:00,05h 00m,524,37,3.066695241,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
533,Greenline,Volvo 9600 Multi Axle Semi-Sleeper (2+2),16:00,20:00,04h 00m,524,27,5.603751417,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
535,SBSTC-KOLKATA - HALDIA - 16:30 (Haldia Depot) - 809,Non AC Seater (2+3),16:30,0:00,07h 30m,80,52,1.633802012,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
536,SBSTC-KOLKATA - NANDIGRAM - 16:45 (HWH DEPOT) - 602,Non AC Seater (2+3),16:45,0:00,07h 15m,78,48,3.883784512,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
537,SBSTC-KOLKATA - HALDIA - 17:00 (Haldia Depot) - 3017,Non AC Seater (2+3),17:00,0:00,07h 00m,80,52,2.79472238,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
538,SBSTC-KOLKATA - HALDIA - 17.30 (HALDIA DEPOT) - 565,Non AC Seater (2+3),17:30,0:00,06h 30m,80,52,5.170049378,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
539,SBSTC-KOLKATA - HALDIA - 18.15 (HALDIA DEPOT) - 566,Non AC Seater (2+3),18:15,0:00,05h 45m,80,52,4.271823341,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
540,SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745,Non AC Seater (2+3),23:45,0:00,00h 15m,126,44,3.625939353,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
541,Snemita Paribahan (Ruposhi),AC Seater (2+3),15:55,19:50,03h 55m,330,30,4.676211353,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
542,City Express (Ruposhi),AC Seater (2+3),15:55,19:50,03h 55m,320,31,1.719067962,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
543,City Express (BHORPET),AC Seater (2+3),17:40,21:40,04h 00m,320,31,1.338266641,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
544,Mayuri Express,A/C Seater (2+3),18:20,22:00,03h 40m,280,61,3.30198509,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
545,SBSTC-KOLKATA - JHARGRAM - VIA - LODHASULI - 16:20 - 1394,Non AC Seater (2+3),16:20,0:00,07h 40m,64,51,4.095341423,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat
546,SBSTC-KOLKATA - GOPIGANJ - 17:30 (ARM DEPOT) - 603,Non AC Seater (2+3),17:30,0:00,06h 30m,64,52,5.979539009,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat
547,SBSTC-KOLKATA - MIDNAPUR - 18:00 (MID DEPOT) - 597,Non AC Seater (2+3),18:00,0:00,06h 00m,64,46,4.5174967,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat
548,SBSTC-KOLKATA - MIDNAPUR - 18:45 (MID DEPOT) - 678,Non AC Seater (2+3),18:45,0:00,05h 15m,64,47,5.427054407,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat
549,SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745,Non AC Seater (2+3),22:30,0:00,01h 30m,80,52,1.358800519,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat
550,Basu Travels,A/C Seater Push Back (2+3),23:30,1:45,02h 15m,269,20,5.439571133,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
551,Basu Travels,A/C Seater / Sleeper (2+2),23:59,2:00,02h 01m,300,34,5.391564363,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
552,Subhadip Travels(Radha Gobinda),A/C Seater (2+3),16:00,18:30,02h 30m,399,66,3.64759293,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
553,Subhadip Travels(Kojagar),Non AC Seater (2+3),16:50,19:15,02h 25m,399,31,4.537403351,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
554,Sagufta Travels (Santosh),,1:20,3:20,02h 00m,324,,4.150280166,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
555,SBSTC-KOLKATA - NANDIGRAM - 16:45 (HWH DEPOT) - 602,Non AC Seater (2+3),16:45,0:00,07h 15m,68,48,4.218913525,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal)
556,SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745,Non AC Seater (2+3),23:45,0:00,00h 15m,68,44,3.137260796,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal)
557,SBSTC-DIGHA - DURGAPUR - VIA - BISHNUPUR - 2/2 - 20:30 - 3808,Non AC Seater (2+2),20:30,4:40,08h 10m,233,7,2.622363042,https://www.redbus.in/bus-tickets/digha-to-durgapur,Digha to Durgapur (West Bengal)
558,SBSTC-DIGHA - ASANSOL - VIA - MEDINIPUR-DURGAPUR - 21:30 - 1553,Non AC Seater (2+3),21:30,6:00,08h 30m,238,38,4.147939184,https://www.redbus.in/bus-tickets/digha-to-durgapur,Digha to Durgapur (West Bengal)
559,SBSTC-DURGAPUR - DIGHA - VIA - MIDNAPUR - 2/2 - 20:00 (D - 3807,Non AC Seater (2+2),20:00,4:45,08h 45m,238,22,4.745914628,https://www.redbus.in/bus-tickets/durgapur-to-digha,Durgapur (West Bengal) to Digha
560,SBSTC-GARIA - DIGHA - 15:15 (DIGHA DEPOT) - 543,Non AC Seater (2+3),16:30,0:00,07h 30m,96,52,2.333186214,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
561,SBSTC-KOLKATA - NANDIGRAM - 16:45 (HWH DEPOT) - 602,Non AC Seater (2+3),16:45,0:00,07h 15m,96,40,4.344999623,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
562,SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745,Non AC Seater (2+3),23:45,0:00,00h 15m,96,44,1.242651453,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
563,SBSTC-KOLKATA - JHARGRAM - VIA - LODHASULI - 16:20 - 1394,Non AC Seater (2+3),16:20,0:00,07h 40m,88,48,5.740146043,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
564,SBSTC-KOLKATA - MIDNAPUR - 18:00 (MID DEPOT) - 597,Non AC Seater (2+3),18:00,0:00,06h 00m,88,42,1.860757591,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
565,SBSTC-KOLKATA - MIDNAPUR - 18:45 (MID DEPOT) - 678,Non AC Seater (2+3),18:45,0:00,05h 15m,88,46,4.058550311,https://www.redbus.in/bus-tickets/kolkata-to-debra,Kolkata to Debra
566,SBSTC-KOLKATA - JHARGRAM - VIA - LODHASULI - 16:20 - 1394,Non AC Seater (2+3),16:20,0:00,07h 40m,75,51,1.554025507,https://www.redbus.in/bus-tickets/kolkata-to-panskura,Kolkata to Panskura
567,SBSTC-KOLKATA - MIDNAPUR - 18:00 (MID DEPOT) - 597,Non AC Seater (2+3),18:00,0:00,06h 00m,75,49,5.501899683,https://www.redbus.in/bus-tickets/kolkata-to-panskura,Kolkata to Panskura
568,SBSTC-KOLKATA - MIDNAPUR - 18:45 (MID DEPOT) - 678,Non AC Seater (2+3),18:45,0:00,05h 15m,75,46,1.558082956,https://www.redbus.in/bus-tickets/kolkata-to-panskura,Kolkata to Panskura
569,SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745,Non AC Seater (2+3),23:45,0:00,00h 15m,107,44,4.013297011,https://www.redbus.in/bus-tickets/kolkata-to-heria,Kolkata to Heria
570,Basu Travels,A/C Seater Push Back (2+3),23:30,2:55,03h 25m,269,20,2.832666521,https://www.redbus.in/bus-tickets/kolkata-to-heria,Kolkata to Heria
571,Basu Travels,A/C Seater / Sleeper (2+2),23:59,3:00,03h 01m,300,34,5.511967994,https://www.redbus.in/bus-tickets/kolkata-to-heria,Kolkata to Heria
572,Basu Travels,A/C Seater Push Back (2+3),23:55,2:45,02h 50m,469,21,4.703346035,https://www.redbus.in/bus-tickets/kolkata-to-heria,Kolkata to Heria
573,The Joy Ride,A/C Seater / Sleeper (2+2),21:15,3:35,06h 20m,520,52,3.069045288,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
574,Aradhana Bus Service,Non AC Seater (2+3),16:50,23:30,06h 40m,350,54,1.992751632,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
575,Aradhana Travels,A/C Seater / Sleeper (2+2),18:35,23:55,05h 20m,463,20,1.761671324,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
576,Satya Paribahan,A/C Seater (2+3),23:00,5:10,06h 10m,320,38,5.124792916,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
577,Snemita Paribahan (Shinjini),AC Seater (2+3),23:35,5:00,05h 25m,330,27,2.943377965,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
578,SBSTC-KOLKATA - SURI - 16: 30 - (Suri Depot) - 653,Non AC Seater (2+3),16:30,22:00,05h 30m,190,52,3.928541615,https://www.redbus.in/bus-tickets/kolkata-to-suri,Kolkata to Suri
579,SBSTC-KOLKATA - SURI - 18:00 - (Suri Depot) - 1205,Non AC Seater (2+3),18:00,23:00,05h 00m,190,52,1.24020666,https://www.redbus.in/bus-tickets/kolkata-to-suri,Kolkata to Suri
580,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,7:45,08h 20m,499,25,4.843271627,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
581,Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,8:00,09h 00m,450,26,3.227994572,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
582,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),23:30,7:40,08h 10m,500,31,2.016272708,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
583,AdFlixBus,Volvo A/C Seater (2+2),23:55,8:35,08h 40m,336,28,3.775703502,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
585,HRTC - 401670,Ordinary 3+2 Non AC Seater,18:00,22:00,04h 00m,310,33,1.147162657,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
586,HRTC - 1549,Ordinary 3+2 Non AC Seater,18:15,1:00,06h 45m,362,37,5.087986543,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
587,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,1:15,04h 55m,569,14,4.197100125,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
588,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,1:20,04h 05m,770,5,5.583909937,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
589,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,3:10,05h 10m,650,14,4.803513512,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
590,Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,5:30,08h 00m,450,13,5.187572074,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
591,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,5:30,07h 00m,500,27,5.820556465,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
592,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),22:00,6:40,08h 40m,500,32,2.016755662,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
595,NueGo,Electric A/C Seater (2+2),16:00,20:35,04h 35m,356,30,4.40455822,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
596,NueGo,Electric A/C Seater (2+2),16:30,21:55,05h 25m,356,26,4.845184566,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
597,KVS Holidays,A/C Seater / Sleeper (2+2),17:00,22:30,05h 30m,719,42,4.134796664,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
598,AdAwadh Travels,A/C Sleeper (2+2),21:50,3:10,05h 20m,809,46,5.844588873,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
600,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,5:15,08h 00m,770,5,1.114824521,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
601,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,5:30,09h 10m,664,5,3.238690174,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
602,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,6:40,08h 40m,650,14,4.135005004,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
603,HRTC - 1001,A/C Executive (2+3),17:15,4:00,10h 45m,677,38,3.440069331,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
604,HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40,4:00,10h 20m,1181,4,4.712242747,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
605,HRTC - 1007,Ordinary 3+2 Non AC Seater,19:00,5:40,10h 40m,637,6,3.683176799,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
606,HRTC - 1028,A/C Executive (2+3),20:15,7:15,11h 00m,673,16,2.715140125,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
607,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:00,5:35,08h 35m,650,18,5.614971945,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
608,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,6:10,09h 10m,569,17,4.209402993,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
609,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:45,5:55,08h 10m,600,25,3.47394032,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
610,City Land Travels,,21:10,6:00,08h 50m,853,31,1.136255014,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
611,Laxmi holidays,VE A/C Semi Sleeper (2+2),23:50,5:30,05h 40m,664,29,5.107199445,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
612,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,6:00,06h 05m,569,25,2.583078245,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
613,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,5:59,06h 04m,569,27,3.930612779,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
614,A N Holidays,,23:59,7:15,07h 16m,549,,2.338826438,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
616,HRTC - 531,Ordinary 3+2 Non AC Seater,17:50,10:00,16h 10m,876,32,2.358020076,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
617,HRTC - 590,A/C Executive (2+3),19:00,10:15,15h 15m,1062,39,2.897094718,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
618,HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,20:15,11:30,15h 15m,1704,27,5.944129295,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
619,HRTC - 578,Ordinary 3+2 Non AC Seater,22:10,18:35,20h 25m,907,36,2.574923137,https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,Delhi to Chamba (Himachal Pradesh)
620,HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40,9:00,15h 20m,1704,4,4.641536196,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,Chamba (Himachal Pradesh) to Delhi
621,FlixBus,Volvo A/C Seater (2+2),18:40,1:10,06h 30m,479,19,5.265145513,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
622,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,1:00,05h 50m,569,14,5.893586981,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
623,Laxmi holidays,VE A/C Semi Sleeper (2+2),19:35,23:55,04h 20m,759,16,2.181484016,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
624,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45,1:00,05h 15m,630,13,1.199349382,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
626,FlixBus,Volvo A/C Seater (2+2),20:00,0:25,04h 25m,109,23,5.8079169,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
627,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,23:35,03h 05m,399,40,5.460099607,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
628,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,23:00,02h 30m,399,40,4.268777799,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
631,Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,6:45,07h 45m,450,26,1.525827081,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
632,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,6:40,07h 15m,399,28,2.926024702,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
633,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,6:30,07h 00m,450,35,2.294449187,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
636,HRTC - 568,Ordinary 3+2 Non AC Seater,21:30,5:00,07h 30m,347,39,2.981440182,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
637,HRTC - 580,Ordinary 3+2 Non AC Seater,22:45,6:00,07h 15m,347,37,3.033443416,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
638,HRTC - 576,Himsuta AC Seater Volvo/Scania 2+2,23:20,6:00,06h 40m,657,27,4.822205855,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,Delhi to Nalagarh
639,FlixBus,Volvo A/C Seater (2+2),18:00,1:10,07h 10m,411,19,2.381793871,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
640,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:25,1:00,06h 35m,499,12,4.146524829,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
641,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:30,1:00,06h 30m,569,14,2.462890186,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
642,Bedi Travels,,18:45,1:00,06h 15m,630,,4.396847323,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
644,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),18:15,1:15,07h 00m,569,5,2.075113091,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
645,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),18:40,1:20,06h 40m,770,5,5.021349691,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
646,Northern Travels,Volvo A/C Semi Sleeper (2+2),18:45,1:00,06h 15m,540,6,2.763829592,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
647,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),19:05,1:45,06h 40m,630,5,2.050873277,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
649,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),23:30,6:40,07h 10m,650,14,3.283376679,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
650,Laxmi holidays,VE A/C Semi Sleeper (2+2),23:50,4:50,05h 00m,664,29,2.726249533,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
651,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,5:10,05h 15m,569,27,4.611104397,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
652,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,5:10,05h 15m,499,20,2.018403864,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
653,A N Holidays,,23:59,6:00,06h 01m,549,,2.072344751,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
654,HRTC - 6709,Ordinary 3+2 Non AC Seater,20:20,2:40,06h 20m,325,33,4.706483914,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,Baddi (Himachal Pradesh) to Delhi
655,HRTC - 6639,Himsuta AC Seater Volvo/Scania 2+2,20:45,3:30,06h 45m,613,35,1.718960506,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,Baddi (Himachal Pradesh) to Delhi
656,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,3:30,05h 30m,997,2,3.465776783,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
657,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,3:10,06h 10m,854,19,3.385011037,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
658,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),21:30,3:50,06h 20m,760,4,4.093884914,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
659,Laxmi holidays,,21:30,3:15,05h 45m,997,17,2.413505423,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
661,RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,17:47,2:00,08h 13m,925,32,4.35453749,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
662,Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,5:30,06h 30m,450,14,1.802738678,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
663,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:30,4:30,07h 00m,499,40,5.397020166,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
