id,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
368,Vaibhav Travels,A/C Sleeper (2+1),20:00,5:40,09h 40m,600,6,3.974459849,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
369,Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,1:30,06h 30m,1550,3,5.892773491,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
370,PVS Tours and Travels,A/C Sleeper (2+1),21:00,5:45,08h 45m,2950,36,1.716665938,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
371,Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00,17:30,01h 30m,200,42,5.635381557,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
372,Kadamba Transport Corporation Limited (KTCL) - 78648,Volvo AC Seater 2+2,16:00,17:45,01h 45m,200,40,4.545335261,https://www.redbus.in/bus-tickets/goa-airport-to-calangute-goa,Goa Airport to Calangute (goa)
373,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,6:05,11h 05m,675,19,1.583856753,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
374,Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,2:00,07h 00m,1550,3,2.508954015,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
375,Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:45,10:00,12h 15m,675,23,5.788497095,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
376,Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:40,01h 10m,200,47,1.476688058,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
377,Kadamba Transport Corporation Limited (KTCL) - 161582,A/C Seater (2+1),15:45,16:15,00h 30m,150,15,3.209730338,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
378,Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:55,17:00,01h 05m,200,48,2.266401834,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
379,Kadamba Transport Corporation Limited (KTCL) - 159066,A/C Seater (2+3),17:14,17:45,00h 31m,150,43,1.214359446,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
380,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,4:30,09h 30m,505,19,5.51645495,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
381,Vaibhav Travels,A/C Sleeper (2+1),20:00,5:42,09h 42m,600,7,3.330215816,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
382,Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,1:30,06h 30m,1550,3,1.544146476,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
383,Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),16:00,17:15,01h 15m,150,41,5.909931072,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Panaji to Goa Airport
384,Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),19:00,20:00,01h 00m,150,40,1.482430152,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Panaji to Goa Airport
385,Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),16:00,18:00,02h 00m,400,47,1.918228751,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
386,Kadamba Transport Corporation Limited (KTCL) - 159015,A/C Seater (2+3),16:00,16:25,00h 25m,150,47,3.64464967,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
387,Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:00,00h 30m,150,47,2.007164895,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
388,Kadamba Transport Corporation Limited (KTCL) - 132897,Non AC Seater (2+2),23:00,8:00,09h 00m,450,37,1.875303182,https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
389,Sea Bird Tourist,NON A/C Sleeper (2+1),23:45,8:00,08h 15m,700,15,2.112090424,https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
390,Kadamba Transport Corporation Limited (KTCL) - 161582,A/C Seater (2+1),15:45,16:15,00h 30m,150,15,4.727569996,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
391,Kadamba Transport Corporation Limited (KTCL) - 158967,A/C Seater (2+3),15:55,17:00,01h 05m,200,48,2.085566047,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
392,Kadamba Transport Corporation Limited (KTCL) - 159066,A/C Seater (2+3),17:14,17:45,00h 31m,150,43,2.494616851,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
393,Kadamba Transport Corporation Limited (KTCL) - 78648,Volvo AC Seater 2+2,16:00,17:00,01h 00m,150,40,2.336752415,https://www.redbus.in/bus-tickets/goa-airport-to-goa,Goa Airport to Goa
394,Atmaram Gobus,VE A/C Sleeper (2+1),22:30,7:00,08h 30m,1499,2,2.029455713,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
395,Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,8:00,09h 30m,1900,3,4.585089572,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
396,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),21:30,5:25,07h 55m,2179,4,5.022694269,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
397,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,4:25,07h 55m,1648,6,2.127807824,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
398,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:00,5:55,07h 55m,1642,8,4.154330091,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
399,Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),16:01,17:15,01h 14m,150,38,4.755505408,https://www.redbus.in/bus-tickets/goa-to-goa-airport,Goa to Goa Airport
400,Kadamba Transport Corporation Limited (KTCL) - 99710,AC Seater (2+2),16:00,17:00,01h 00m,150,42,1.359493358,https://www.redbus.in/bus-tickets/goa-airport-to-panaji,Goa Airport to Panaji
401,PSR Travels Goa,A/C Sleeper (2+1),19:15,10:00,14h 45m,1699,6,2.312485915,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi
402,Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,11:00,16h 00m,1550,2,5.977871627,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi
403,Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),17:00,21:30,04h 30m,550,7,3.579829796,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
404,M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:10,21:55,04h 45m,600,42,2.672187008,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
405,Jain travels regd,A/C Seater / Sleeper (2+1),21:30,4:30,07h 00m,460,26,1.25912417,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
406,AdKalpana Travels,NON AC Seater / Sleeper 2+1,22:00,4:54,06h 54m,300,27,3.151832212,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur,Udaipur to Jodhpur
408,M R Travels,A/C Seater / Sleeper (2+1),15:45,20:00,04h 15m,550,27,4.799246694,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
409,Jain travels regd,NON AC Seater / Sleeper 2+1,15:45,20:30,04h 45m,350,28,5.183076418,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
410,Jain travels regd,NON A/C Sleeper (2+1),16:00,21:10,05h 10m,700,30,1.951378473,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
411,Jain travels regd,NON AC Seater/ Sleeper (2+1),17:00,22:55,05h 55m,330,25,4.066016132,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer,Jodhpur to Ajmer
413,Jain travels regd,A/C Seater / Sleeper (2+1),17:20,20:45,03h 25m,300,40,4.925116967,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
414,Jain travels regd,NON AC Seater / Sleeper 2+1,17:36,21:25,03h 49m,400,33,3.279146692,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
415,Jain travels regd,NON AC Seater / Sleeper 2+1,19:30,23:00,03h 30m,350,42,4.759933858,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
416,CHANDRA RAJ TRAVELS,A/C Seater / Sleeper (2+1),21:00,0:00,03h 00m,500,36,2.463364123,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
417,Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:20,23:59,02h 39m,500,38,4.528266134,https://www.redbus.in/bus-tickets/beawer-to-jaipur,Beawar (Rajasthan) to Jaipur (Rajasthan)
418,Salasar Darshan Travels,Non AC Seater (2+3),16:50,19:10,02h 20m,150,54,2.673351906,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
419,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:45,21:40,02h 55m,350,28,5.894514908,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
420,Maharaja Travels,A/C Seater / Sleeper (2+1),19:40,22:20,02h 40m,286,27,2.151729412,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
421,Jai Shrinath Ji Ki Travels,Non A/C Seater / Sleeper (2+1),20:00,22:45,02h 45m,350,36,2.865300121,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
422,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),20:00,23:00,03h 00m,300,38,5.689373171,https://www.redbus.in/bus-tickets/sikar-to-jaipur,Sikar to Jaipur (Rajasthan)
423,Gajraj Travels,A/C Sleeper (2+1),22:15,5:35,07h 20m,600,17,3.320309862,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
424,Jain travels regd,AC Sleeper (2+1),22:30,5:05,06h 35m,600,24,2.030595738,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
425,M R Travels,A/C Seater / Sleeper (2+1),22:30,5:30,07h 00m,500,30,2.219520317,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
426,Jain travels regd,A/C Seater / Sleeper (2+1),23:00,6:00,07h 00m,450,34,2.964085693,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur,Jaipur (Rajasthan) to Jodhpur
428,Rinku Travels,A/C Seater / Sleeper (2+1),21:15,6:00,08h 45m,400,34,5.070372499,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
429,Rinku Travels,A/C Seater / Sleeper (2+1),21:30,5:20,07h 50m,400,23,1.015749159,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
430,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:55,7:00,07h 05m,599,11,2.66438569,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Aligarh (uttar pradesh) to Jaipur (Rajasthan)
433,UPSRTC - BDV0129,Ordinary Non AC Seater 2+3,23:44,7:25,07h 41m,361,52,1.400971569,https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Jaipur (Rajasthan) to Aligarh (uttar pradesh)
434,Rinku Travels,A/C Seater / Sleeper (2+1),21:30,4:55,07h 25m,400,39,5.172025168,https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Jaipur (Rajasthan) to Aligarh (uttar pradesh)
435,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00,4:00,07h 00m,499,21,3.874801533,https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Jaipur (Rajasthan) to Aligarh (uttar pradesh)
436,Rinku Travels,A/C Seater / Sleeper (2+1),21:15,4:25,07h 10m,400,42,4.814911226,https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh,Jaipur (Rajasthan) to Aligarh (uttar pradesh)
438,Jain travels regd,NON AC Seater / Sleeper 2+1,15:45,19:30,03h 45m,270,42,3.142718243,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
439,M R Travels,NON A/C Seater/ Sleeper (2+1),15:50,19:30,03h 40m,400,41,3.462431462,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
440,CHANDRA RAJ TRAVELS,A/C Seater / Sleeper (2+1),16:00,21:00,05h 00m,370,36,3.467406599,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
441,M R Travels,NON A/C Seater/ Sleeper (2+1),17:00,21:25,04h 25m,400,42,1.076093135,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
442,Jain travels regd,NON AC Seater/ Sleeper (2+1),17:00,21:45,04h 45m,270,42,4.777495454,https://www.redbus.in/bus-tickets/jodhpur-to-beawer,Jodhpur to Beawar (Rajasthan)
443,RSRTC - 154392,Express Non AC Seater 2+3,21:30,3:00,05h 30m,263,42,5.46881007,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
444,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:30,23:20,04h 50m,350,20,5.248268732,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
445,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),22:15,3:00,04h 45m,300,39,2.640270509,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
446,Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:59,6:08,06h 09m,350,29,2.483585484,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
447,Amit Travels,Non AC Seater (2+3),15:50,21:20,05h 30m,299,55,3.646264128,https://www.redbus.in/bus-tickets/jaipur-to-pilani,Jaipur (Rajasthan) to Pilani
448,UPSRTC - KSN0275,Ordinary Non AC Seater 2+3,18:06,20:30,02h 24m,121,52,4.02750012,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
449,Jain travels regd,NON AC Seater / Sleeper 2+1,15:45,18:30,02h 45m,250,36,3.511613243,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
450,Rinku Travels,A/C Seater / Sleeper (2+1),17:30,21:00,03h 30m,350,41,2.551199919,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
451,Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:30,21:15,02h 45m,299,27,5.773908959,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
452,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:30,21:30,03h 00m,299,31,3.59459441,https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,Kishangarh to Jaipur (Rajasthan)
453,Jain travels regd,NON AC Seater / Sleeper 2+1,16:30,22:45,06h 15m,350,2,1.658511487,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
454,Ashok Travels Mandsaur Group,Non A/C Seater / Sleeper (2+1),17:30,23:00,05h 30m,400,40,3.682516667,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
455,M R Travels,Volvo Multi-Axle A/C seater/sleeper (2+1),17:40,21:00,03h 20m,600,53,5.076680446,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
456,Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),18:10,21:40,03h 30m,550,6,1.550497637,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
458,Jain travels regd,NON AC Seater / Sleeper 2+1,16:00,20:40,04h 40m,300,43,2.327187285,https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Udaipur to Pali (Rajasthan)
459,Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),17:00,20:35,03h 35m,550,21,5.220962933,https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Udaipur to Pali (Rajasthan)
460,M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:10,21:00,03h 50m,600,48,5.782322214,https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Udaipur to Pali (Rajasthan)
461,Raj Travel,Bharat Benz A/C Seater (2+1),17:30,21:00,03h 30m,470,23,2.093787164,https://www.redbus.in/bus-tickets/udaipur-to-pali-rajasthan,Udaipur to Pali (Rajasthan)
463,Babu Travels,Non A/C Seater / Sleeper (2+1),22:30,5:15,06h 45m,350,20,5.204605651,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
464,Paras Travels,A/C Seater / Sleeper (2+1),22:30,5:00,06h 30m,286,13,3.342739946,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
465,Radhey Travels,A/C Seater/Sleeper (2+1),22:45,5:30,06h 45m,350,17,3.97214288,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
466,Jai Shrinath Ji Ki Travels,Non A/C Seater / Sleeper (2+1),22:00,5:00,07h 00m,350,19,2.362855601,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
467,Jakhar Travels,,22:00,5:00,07h 00m,333,,1.506420346,https://www.redbus.in/bus-tickets/kota-rajasthan-to-udaipur,Kota(Rajasthan) to Udaipur
468,Ashok Travels Mandsaur Group,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:50,4:15,04h 25m,710,17,3.597470379,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
469,Sagwan Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,4:10,05h 40m,463,19,1.91778996,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
470,Sagwan Travels,A/C Seater / Sleeper (2+1),22:00,3:19,05h 19m,463,29,2.623219352,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
471,Parshwanath Travel Pvt. Ltd,A/C Sleeper (2+1),19:30,0:30,05h 00m,528,19,3.8305137,https://www.redbus.in/bus-tickets/jaipur-to-bhilwara,Jaipur (Rajasthan) to Bhilwara
473,RSRTC - 189225,Super Luxury Volvo AC Seater Pushback 2+2,19:10,23:00,03h 50m,421,37,2.25436607,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Sikar to Bikaner
474,New Deep Travels,Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),16:00,19:20,03h 20m,666.67,32,4.543018066,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Sikar to Bikaner
475,Milan Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),16:20,20:15,03h 55m,714,30,2.169007465,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Sikar to Bikaner
476,Milan Travels,A/C Seater / Sleeper (2+1),17:20,20:45,03h 25m,619,14,3.416876912,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Sikar to Bikaner
477,Milan Travels,A/C Seater / Sleeper (2+1),19:01,22:30,03h 29m,523,45,1.706178245,https://www.redbus.in/bus-tickets/sikar-to-bikaner,Sikar to Bikaner
478,UPSRTC - KSN0275,Ordinary Non AC Seater 2+3,21:20,1:54,04h 34m,206,52,4.282012239,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
479,Sethi Yatra Company,Bharat Benz A/C Seater /Sleeper (2+1),16:00,19:50,03h 50m,463,20,3.134958915,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
480,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),16:00,19:30,03h 30m,799,15,4.412973563,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
481,Shree Raj Akanshi travels,Bharat Benz A/C Seater /Sleeper (2+1),16:45,20:25,03h 40m,833,36,3.159871684,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
483,UPSRTC - KSN0275,Ordinary Non AC Seater 2+3,21:20,2:30,05h 10m,263,52,4.567905209,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
484,Garhwal Travels,A/C Seater / Sleeper (2+1),23:05,3:20,04h 15m,666.67,35,2.07578253,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
485,Rinku Travels,NON AC Seater / Sleeper 2+1,19:00,0:59,05h 59m,300,13,5.681846346,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
486,Mansoori tour and travels,NON A/C Sleeper (1+2),19:00,1:10,06h 10m,630,47,1.216353154,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
488,Priya Bus Service,AC Seater (2+2),17:25,22:15,04h 50m,379,29,1.241381328,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
489,Jakhar Travels,A/C Seater / Sleeper (2+1),22:00,3:30,05h 30m,400,12,2.180416231,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
490,Babu Travels,A/C Sleeper (2+1),18:30,23:42,05h 12m,349,14,5.270529565,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
491,Laxmi Shatabdi Travels,NON A/C Seater/ Sleeper (2+1),22:30,5:15,06h 45m,250,35,3.808797111,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
492,Babu Travels,,22:15,4:45,06h 30m,250,,2.639181786,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
493,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo B11R Multi Axle Seater (2+2),16:00,20:00,04h 00m,486,39,2.000196891,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
494,Greenline,Volvo A/C Seater (2+2),16:00,19:50,03h 50m,486,17,4.457883774,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
495,Express Line (Karunamoyee),Volvo A/C Seater (2+2),16:30,20:25,03h 55m,486,24,1.984848804,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
496,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo B11R Multi Axle Seater (2+2),16:45,20:45,04h 00m,486,13,1.330492455,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
498,Express Line (Karunamoyee),Volvo 9600 A/C Semi Sleeper (2+2),15:45,18:00,02h 15m,429,31,5.361997678,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
499,Greenline (Karunamoyee),Volvo A/C Seater (2+2),15:45,17:35,01h 50m,429,25,1.270870875,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
500,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),15:50,17:00,01h 10m,429,50,1.752370527,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
501,SHYAMOLI Pvt. Ltd.(Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),16:00,18:30,02h 30m,429,36,4.12074819,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
503,WBTC (CTC) Habra- Barasat- Haldia - 180|16:45,Non AC Seater (2+3),16:45,19:30,02h 45m,97,23,3.69959169,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
504,SBSTC-HALDIA - KOLKATA - ALL STOP - 17:30 (HLD DEPOT) - 630,Non AC Seater (2+3),17:30,20:30,03h 00m,110,52,4.911958073,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
505,Satadal Travels,A/C Seater (2+2),15:50,18:15,02h 25m,153,19,3.80043342,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
506,Swapna Paribahan,Non AC Seater (2+3),17:00,21:25,04h 25m,139,20,1.331292884,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
507,Express Line (Karunamoyee),Volvo 9600 A/C Semi Sleeper (2+2),15:45,19:45,04h 00m,486,26,4.65086896,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
508,Greenline (Karunamoyee),Volvo A/C Seater (2+2),15:45,19:00,03h 15m,486,26,3.411327811,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
509,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),15:50,18:30,02h 40m,486,37,5.153717345,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
510,SHYAMOLI Pvt. Ltd.(Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),16:00,20:00,04h 00m,486,36,4.04286636,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
512,SBSTC-KOLKATA - ARAMBAG - 16:30 - 584,Non AC Seater (2+3),16:30,19:00,02h 30m,95,46,3.463301987,https://www.redbus.in/bus-tickets/kolkata-to-arambagh-west-bengal,Kolkata to Arambagh (West Bengal)
513,SBSTC-KOLKATA-ARAMBAG-17:30 - 585,Non AC Seater (2+3),17:30,20:00,02h 30m,95,51,2.998130795,https://www.redbus.in/bus-tickets/kolkata-to-arambagh-west-bengal,Kolkata to Arambagh (West Bengal)
514,SBSTC-MIDNAPUR - KARUNAMOYEE - 16:40 - 997,Non AC Seater (2+3),16:40,0:00,07h 20m,118,32,1.178675707,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,Midnapore to Kolkata
515,Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),23:30,4:30,05h 00m,400,53,4.91875676,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
